1	人
2	君
3	言
4	知
5	仁
6	道
7	行
8	礼
9	学
10	天
11	民
12	邦
13	乐
14	欲
15	善
16	食
17	政
18	德
19	死
20	信
21	文
22	过
23	居
24	父
25	己
26	友
27	色
28	中
29	贤
30	臣
31	命
32	正
33	义
34	思
35	丧
36	直
37	难
38	敬
39	用
40	生
41	怨
42	弟
43	孝
44	达
45	忠
46	士
47	失
48	身
49	患
50	富
51	耻
52	志
53	安
54	服
55	勇
56	忧
57	朝
58	乱
59	衣
60	祭
61	诗
62	世
63	美
64	进
65	众
66	恭
67	力
68	退
69	易
70	古
71	观
72	亡
73	修
74	家
75	利
76	归
77	兄
78	异
79	乡
80	近
81	孙
82	惑
83	畏
84	辟
85	益
86	党
87	劳
88	宰
89	相
90	佞
91	国
92	室
93	贫
94	谋
95	亲
96	杀
97	愚
98	爱
99	宗
100	敏
101	蔽
102	隐
103	兴
104	教
105	怀
106	同
107	反
108	加
109	泰
110	和
111	听
112	容
113	仕
114	圣
115	位
116	质
117	惠
118	内
119	骄
120	名
121	老
122	视
123	废
124	止
125	病
126	庙
127	长
128	贵
129	让
130	变
131	神
132	哀
133	惧
134	才
135	笃
136	危
137	伐
138	荡
139	狂
140	慎
141	博
142	简
143	罪
144	识
145	免
146	器
147	游
148	明
149	心
150	施
151	辞
152	谷
153	辱
154	治
155	节
156	气
157	俭
158	损
159	性
160	鬼
161	恕
162	艺
163	宽
164	得
165	君子
166	小人
167	天下
168	好学
169	礼乐
170	兄弟
171	忠信
172	天命
