1	仁	
2	义	
3	礼	
4	信	
5	孝	
6	悌	弟
7	忠	
8	勇	
9	智	知
10	君子	
11	小人	
12	天	
13	命	
14	天命	
15	利	
16	性	
17	朋	
18	友	
19	天道	
20	道	
21	德	
22	敬	
23	爱	
24	文	
25	学	
26	言	
27	行	
28	思	
29	政	
30	温	
31	良	
32	恭	
33	俭	
34	让	
35	诗	
36	乐	
37	己	
38	人	
39	艺	
40	御	
41	射	
42	君	
43	臣	
44	父	
45	宽	
46	敏	
47	惠	
48	恕	
49	生	
50	死	
51	鬼	
52	神	
53	圣	
54	大人	
55	中庸	
56	贫	
57	富	
